time,volume,open,high,low,close,instrument,granularity,RSI,MACD,Signal_Line,Histogram,BollingerBands_middle,BollingerBands_std,ATR,ADX,OBV
2024-04-08 00:00:00+00:00,4396,151.683,151.781,151.673,151.712,USD_JPY,H1,72.86063569682247,0.10071095662479479,0.08848077044877134,0.01223018617602345,151.52185,0.1554854113989175,0.12421428571428399,,12593
2024-04-08 01:00:00+00:00,5606,151.714,151.818,151.679,151.78,USD_JPY,H1,73.82075471698215,0.10689183801818558,0.0921629839626542,0.014728854055531385,151.55155,0.14428461456440334,0.12885714285714098,,18199
2024-04-08 02:00:00+00:00,4322,151.78,151.782,151.684,151.772,USD_JPY,H1,59.93031358885084,0.1098780916680937,0.0957060055037421,0.014172086164351602,151.57695,0.13544331694573616,0.1019285714285709,,13877
2024-04-08 03:00:00+00:00,3264,151.772,151.788,151.748,151.772,USD_JPY,H1,64.78342749529006,0.11096557710126831,0.09875791982324734,0.012207657278020964,151.59855,0.13000424082151898,0.09350000000000185,,10613
2024-04-08 04:00:00+00:00,2413,151.772,151.798,151.768,151.796,USD_JPY,H1,78.9699570815426,0.11246756053640183,0.10149984796587826,0.010967712570523577,151.61764999999997,0.12952393601184498,0.08092857142857415,,13026
2024-04-08 05:00:00+00:00,2911,151.796,151.807,151.755,151.79,USD_JPY,H1,74.38423645319904,0.11188401410481674,0.10357668119366596,0.00830733291115078,151.63615,0.12618836171208045,0.07450000000000248,,10115
2024-04-08 06:00:00+00:00,3939,151.79,151.834,151.755,151.76,USD_JPY,H1,70.892018779343,0.10775862571418315,0.1044130700977694,0.0033455556164137534,151.65725,0.10762697519429199,0.07357142857143069,,6176
2024-04-08 07:00:00+00:00,3860,151.758,151.877,151.758,151.87,USD_JPY,H1,76.64783427495408,0.11207339406098527,0.10594513489041257,0.006128259170572692,151.68195,0.09570979986120642,0.07728571428571586,,10036
2024-04-08 08:00:00+00:00,3985,151.87,151.914,151.842,151.908,USD_JPY,H1,83.0223880597,0.11720805992743522,0.10819771989781711,0.009010340029618105,151.69445,0.10795880062123699,0.07871428571428599,,14021
2024-04-08 09:00:00+00:00,3538,151.909,151.922,151.864,151.874,USD_JPY,H1,73.68421052631548,0.11718299119112885,0.10999477415647947,0.007188217034649377,151.7074,0.11332737858451522,0.0749285714285719,,10483
2024-04-08 10:00:00+00:00,2542,151.874,151.891,151.828,151.854,USD_JPY,H1,73.52941176470922,0.11423249014487169,0.11084231735415792,0.003390172790713769,151.72379999999998,0.10935822352537755,0.07635714285714203,,7941
2024-04-08 11:00:00+00:00,3000,151.856,151.924,151.85,151.919,USD_JPY,H1,78.74762808349192,0.11580423445167298,0.11183470077366094,0.003969533678012047,151.74015,0.11299989520253344,0.07871428571428599,,10941
2024-04-08 12:00:00+00:00,4768,151.918,151.945,151.854,151.88,USD_JPY,H1,68.93004115226239,0.11260484056725772,0.11198872873238029,0.0006161118348774336,151.75504999999998,0.11067185968578,0.07664285714285768,,6173
2024-04-08 13:00:00+00:00,6224,151.88,151.88,151.721,151.74,USD_JPY,H1,54.73856209150504,0.09764685572255871,0.10912035413041597,-0.01147349840785726,151.7627,0.10349986015751153,0.08442857142857056,,-51
2024-04-08 14:00:00+00:00,6292,151.74,151.846,151.732,151.814,USD_JPY,H1,57.774390243903,0.09071798604969672,0.10543988051427212,-0.014721894464575405,151.7757,0.09154469716450182,0.084857142857142,,6241
2024-04-08 15:00:00+00:00,3663,151.814,151.854,151.774,151.788,USD_JPY,H1,50.65146579804645,0.08218148717722329,0.10078820184686237,-0.018606714669639077,151.78265,0.08656015553537744,0.08064285714285647,,2578
2024-04-08 16:00:00+00:00,2815,151.788,151.847,151.784,151.836,USD_JPY,H1,54.89296636085835,0.07838586569963013,0.09630773461741593,-0.0179218689177858,151.79295000000002,0.07940003645758736,0.07814285714285672,,5393
2024-04-08 17:00:00+00:00,3134,151.834,151.836,151.742,151.774,USD_JPY,H1,50.13966480446996,0.069572933024034,0.09096077429873956,-0.021387841274705555,151.80085000000003,0.06789409322414865,0.08199999999999973,,2259
2024-04-08 18:00:00+00:00,2738,151.772,151.798,151.72,151.773,USD_JPY,H1,48.340548340548516,0.061795587673941554,0.08512773697377995,-0.0233321492998384,151.8047,0.06368846875709996,0.08542857142857128,,-479
2024-04-08 19:00:00+00:00,2415,151.774,151.838,151.748,151.836,USD_JPY,H1,53.066666666668155,0.06002364373668456,0.08010691832636088,-0.02008327458967632,151.8124,0.05703498464693891,0.08814285714285777,52.92577368264078,1936
2024-04-08 20:00:00+00:00,888,151.835,151.862,151.833,151.852,USD_JPY,H1,56.25000000000121,0.059227691720479925,0.0759310730051847,-0.016703381284704777,151.8194,0.052472950425033214,0.0845714285714284,46.37280284395631,2824
2024-04-08 21:00:00+00:00,1261,151.83,151.851,151.802,151.824,USD_JPY,H1,46.48318042813482,0.05569550490753272,0.07188395938565431,-0.01618845447812159,151.8216,0.051650036938821926,0.07957142857142888,41.051286402194016,1563
2024-04-08 22:00:00+00:00,1003,151.816,151.818,151.778,151.807,USD_JPY,H1,42.022116903633325,0.050937290112130995,0.06769462553094965,-0.01675733541881866,151.82335,0.05046027619500637,0.07728571428571789,36.52589007148594,560
2024-04-08 23:00:00+00:00,2199,151.808,151.856,151.808,151.834,USD_JPY,H1,46.805111821086925,0.04878270826259268,0.06391224207727826,-0.015129533814685583,151.82645,0.049023597969618096,0.07664285714286175,31.31811224058575,2759
2024-04-09 00:00:00+00:00,4495,151.834,151.92,151.79,151.91,USD_JPY,H1,54.105571847506,0.052601395323364386,0.06165007272649549,-0.009048677403131103,151.83215,0.051843159219770424,0.08142857142857654,25.743915536487652,7254
2024-04-09 01:00:00+00:00,4731,151.91,151.916,151.86,151.89,USD_JPY,H1,47.72370486656016,0.05339835646412894,0.05999972947402218,-0.00660137300989324,151.83715,0.052383479717939344,0.08014285714286018,19.980242008110004,2523
2024-04-09 02:00:00+00:00,3451,151.895,151.896,151.815,151.876,USD_JPY,H1,49.67320261437984,0.05229741882274652,0.05845926734376705,-0.00616184852102053,151.84295,0.049747229491662735,0.07942857142857511,15.334898241833471,-928
2024-04-09 03:00:00+00:00,2905,151.876,151.884,151.843,151.857,USD_JPY,H1,61.91446028513105,0.04932320934500467,0.05663205574401458,-0.007308846399009909,151.8423,0.049459286818781666,0.07100000000000405,13.48503239464409,-3833
2024-04-09 04:00:00+00:00,2265,151.858,151.896,151.85,151.892,USD_JPY,H1,58.62831858407061,0.04922292318045152,0.055150229231301966,-0.005927306050850449,151.84150000000002,0.04845996720019181,0.06614285714286032,12.475948159418918,-1568
2024-04-09 05:00:00+00:00,2288,151.893,151.902,151.871,151.894,USD_JPY,H1,62.383177570091256,0.048742950565127785,0.05386877349806713,-0.005125822932939346,151.8425,0.049363847841058885,0.06264285714285782,12.004675699289779,720
2024-04-09 06:00:00+00:00,3163,151.896,151.921,151.874,151.916,USD_JPY,H1,59.95024875621584,0.04956641417916785,0.053008301634287276,-0.003441887455119426,151.84560000000002,0.05200040485663522,0.061499999999999284,12.172606119320678,3883
2024-04-09 07:00:00+00:00,3678,151.916,151.937,151.882,151.905,USD_JPY,H1,68.66096866096723,0.04876922568098507,0.05216048644362684,-0.0033912607626417693,151.8449,0.05104579986836601,0.05871428571428388,13.353044002048064,205
2024-04-09 08:00:00+00:00,3483,151.904,151.914,151.864,151.889,USD_JPY,H1,65.84699453552042,0.046312519869815105,0.0509908931288645,-0.004678373259049393,151.84535,0.051409885389682185,0.05671428571428245,14.098070292245206,-3278
2024-04-09 09:00:00+00:00,4810,151.888,151.898,151.728,151.841,USD_JPY,H1,50.71225071225007,0.04003091252636182,0.04879889700836397,-0.008767984482002153,151.85039999999998,0.04508868454141089,0.062428571428567024,15.458410591434452,-8088
2024-04-09 10:00:00+00:00,3396,151.842,151.842,151.764,151.798,USD_JPY,H1,42.857142857142854,0.031223033125968414,0.04528372423188486,-0.01406069110591645,151.8496,0.04590310160362523,0.06592857142856749,16.789292594585152,-11484
2024-04-09 11:00:00+00:00,3215,151.798,151.848,151.775,151.83,USD_JPY,H1,50.78534031413609,0.026519161423323112,0.041530811670172516,-0.015011650246849403,151.8517,0.043851543812361594,0.06764285714285327,16.168412362453672,-8269
2024-04-09 12:00:00+00:00,4715,151.83,151.847,151.744,151.771,USD_JPY,H1,45.75471698113226,0.017825026483365036,0.036789654632811024,-0.018964628149445988,151.84845,0.04734584403471177,0.07214285714285243,14.548809820657263,-12984
2024-04-09 13:00:00+00:00,5368,151.77,151.79,151.707,151.771,USD_JPY,H1,42.0654911838774,0.01081024809471387,0.031593773325191594,-0.020783525230477724,151.8483,0.04759820872338798,0.07457142857142328,15.19428274546271,-18352
2024-04-09 14:00:00+00:00,6982,151.77,151.77,151.572,151.654,USD_JPY,H1,20.77625570776364,-0.004142187943074305,0.024446581071538416,-0.02858876901461272,151.84235,0.06258491074230857,0.07942857142856699,20.526004231566066,-25334
2024-04-09 15:00:00+00:00,5138,151.654,151.738,151.634,151.732,USD_JPY,H1,34.0725806451629,-0.009587632839412663,0.017639738289348204,-0.027227371128760867,151.83715,0.06728437294124502,0.08285714285714059,26.148448484856633,-20196
2024-04-09 16:00:00+00:00,2877,151.73,151.748,151.656,151.67,USD_JPY,H1,31.066176470588033,-0.018690615218702078,0.010373667587738148,-0.029064282806440224,151.82805000000002,0.07680424535958215,0.08364285714285456,30.30237159870261,-23073
2024-04-09 17:00:00+00:00,3084,151.67,151.726,151.658,151.693,USD_JPY,H1,35.03649635036773,-0.023774825171500424,0.003543969035890434,-0.02731879420739086,151.82150000000001,0.08253962365843447,0.08557142857142708,35.913485056503376,-19989
2024-04-09 18:00:00+00:00,2335,151.692,151.744,151.69,151.741,USD_JPY,H1,36.54188948306909,-0.023658182539975314,-0.0018964612792827162,-0.021761721260692597,151.8182,0.08444718062659785,0.08614285714285634,41.33757673686669,-17654
2024-04-09 19:00:00+00:00,2828,151.74,151.79,151.734,151.738,USD_JPY,H1,36.120996441282315,-0.023536503184345747,-0.006224469660295323,-0.017312033524050426,151.8134,0.08621173445585467,0.08792857142857104,45.4649617896241,-20482
2024-04-09 20:00:00+00:00,884,151.742,151.782,151.734,151.781,USD_JPY,H1,38.42195540308992,-0.01974274866714154,-0.008928125461664566,-0.010814623205476975,151.80695,0.08338337269562626,0.08799999999999995,49.75259949762832,-19598
2024-04-09 21:00:00+00:00,1098,151.767,151.784,151.746,151.76,USD_JPY,H1,37.7740303541328,-0.018220658960871106,-0.010786632161505876,-0.00743402679936523,151.80045,0.08161686809653886,0.0867857142857125,53.17950321721691,-20696
2024-04-09 22:00:00+00:00,1057,151.756,151.786,151.736,151.754,USD_JPY,H1,38.42195540308805,-0.01729912817719992,-0.012089131364644684,-0.005209996812555235,151.79435,0.0802202724082691,0.08678571428571454,56.452318802665914,-21753
2024-04-09 23:00:00+00:00,1981,151.756,151.79,151.742,151.78,USD_JPY,H1,44.56327985739805,-0.014305915988529705,-0.01253248828942169,-0.0017734276991080156,151.7905,0.07889199812665,0.07807142857142983,58.66773922989561,-19772
2024-04-10 00:00:00+00:00,4092,151.778,151.785,151.682,151.724,USD_JPY,H1,43.55400696864147,-0.016265012809526525,-0.013278993193442657,-0.0029860196160838674,151.78209999999999,0.0764212012467442,0.07985714285714453,61.85633774622751,-23864
2024-04-10 01:00:00+00:00,4540,151.724,151.784,151.713,151.724,USD_JPY,H1,40.221402214022106,-0.017614561454905697,-0.014146106845735267,-0.0034684546091704304,151.77360000000002,0.07268272798515786,0.07971428571428671,65.9841698292793,-28404
2024-04-10 02:00:00+00:00,4356,151.734,151.766,151.699,151.758,USD_JPY,H1,48.74274661508955,-0.01575891368187854,-0.014468668212963921,-0.0012902454689146178,151.76569999999998,0.06451854078681625,0.077142857142856,69.86391888881504,-24048
2024-04-10 03:00:00+00:00,3153,151.76,151.772,151.736,151.754,USD_JPY,H1,48.36852207293746,-0.014444558148227316,-0.014463846200016601,1.928805178928565e-05,151.75815,0.05557477182279558,0.07378571428571336,71.58208676083223,-27201
2024-04-10 04:00:00+00:00,2372,151.754,151.79,151.746,151.784,USD_JPY,H1,64.97695852534028,-0.010857019674318735,-0.01374248089487703,0.0028854612205582945,151.7529,0.0468355465544169,0.06278571428571159,66.45468942863614,-24829
2024-04-10 05:00:00+00:00,3199,151.784,151.822,151.78,151.812,USD_JPY,H1,60.41666666666405,-0.005688925204111683,-0.012131769756723962,0.0064428445526122785,151.75145,0.04434728378317904,0.05835714285713932,61.618830777325684,-21630
2024-04-10 06:00:00+00:00,2930,151.811,151.818,151.775,151.782,USD_JPY,H1,65.90909090908761,-0.003968179676718364,-0.010499051740722843,0.006530872064004479,151.75065,0.04360139423167435,0.05485714285714088,56.788501874032285,-24560
2024-04-10 07:00:00+00:00,2651,151.782,151.844,151.781,151.842,USD_JPY,H1,69.15167095115083,0.0022115289806379224,-0.007956935596450691,0.010168464577088613,151.75125,0.044816438478454804,0.054499999999996315,52.97563403026474,-21909
2024-04-10 08:00:00+00:00,2808,151.842,151.886,151.828,151.854,USD_JPY,H1,66.00566572237398,0.007985243410445264,-0.0047684997950715,0.012753743205516765,151.75539999999998,0.05025451014060223,0.054785714285709934,49.856538576914495,-19101
2024-04-10 09:00:00+00:00,2656,151.854,151.875,151.836,151.86,USD_JPY,H1,67.13483146067094,0.01289644140058499,-0.0012355115559402018,0.014131952956525192,151.75985,0.055386940318931,0.05357142857142451,47.29587251944604,-16445
2024-04-10 10:00:00+00:00,2455,151.861,151.872,151.81,151.835,USD_JPY,H1,57.98816568047113,0.014602976106260712,0.0019321859764999812,0.012670790129760731,151.7689,0.05185597463417989,0.054571428571425225,43.20604390755564,-18900
2024-04-10 11:00:00+00:00,2367,151.836,151.856,151.818,151.844,USD_JPY,H1,62.883435582819466,0.016491537757644892,0.0048440563327289635,0.011647481424915928,151.77450000000002,0.05367690868812047,0.054571428571425225,38.88387615995985,-16533
2024-04-10 12:00:00+00:00,16791,151.843,152.522,151.774,152.386,USD_JPY,H1,86.65893271461405,0.06101970956132163,0.0160791869784475,0.044940522582874134,151.8103,0.14365935586069142,0.10442857142856658,39.42097795490415,258
2024-04-10 13:00:00+00:00,14163,152.386,152.698,152.37,152.673,USD_JPY,H1,89.75957257346128,0.11810565944099949,0.0364844814709579,0.08162117797004159,151.8593,0.23781839599508123,0.12442857142856667,41.58337270573024,14421
2024-04-10 14:00:00+00:00,8845,152.672,152.781,152.58,152.772,USD_JPY,H1,94.93996569468068,0.16938262120498848,0.06306410941776402,0.10631851178722446,151.91084999999998,0.3112346001262936,0.1314285714285656,43.572332677975204,23266
2024-04-10 15:00:00+00:00,6167,152.773,152.944,152.746,152.906,USD_JPY,H1,95.4615384615367,0.21831605140519628,0.09411449781525047,0.1242015535899458,151.96925000000002,0.37924493890385635,0.1404999999999928,45.349911116947446,29433
2024-04-10 16:00:00+00:00,4139,152.906,152.968,152.878,152.936,USD_JPY,H1,95.4475308641957,0.2565594391528805,0.1266034860827765,0.129955953070104,152.027,0.4331751803163243,0.14214285714285171,47.409279284489806,33572
2024-04-10 17:00:00+00:00,10764,152.94,152.985,152.643,152.774,USD_JPY,H1,85.07565337001323,0.2706753761158325,0.1554178640893877,0.11525751202644477,152.0777,0.45885923767531345,0.1639999999999954,47.800384675592746,22808
2024-04-10 18:00:00+00:00,7841,152.786,152.982,152.758,152.962,USD_JPY,H1,86.53846153846092,0.29364740221370766,0.1830637717142517,0.11058363049945596,152.13809999999998,0.49229461653937223,0.17685714285713874,51.98184249975136,30649
2024-04-10 19:00:00+00:00,5075,152.962,152.97,152.92,152.961,USD_JPY,H1,86.24605678233488,0.3082192471369751,0.2080948667987964,0.10012438033817872,152.19715000000002,0.517276091911386,0.177428571428568,54.85615305835501,25574
2024-04-10 20:00:00+00:00,3288,152.962,153.239,152.946,153.145,USD_JPY,H1,89.18918918918972,0.3308015273801175,0.23263619891506063,0.09816532846505685,152.2682,0.545676943177683,0.19528571428571087,58.63411259979848,28862
2024-04-10 21:00:00+00:00,1542,153.142,153.144,152.942,153.001,USD_JPY,H1,81.78826110806378,0.33323719962325526,0.25275639905669955,0.08048080056655571,152.33205,0.5533062799875176,0.205214285714283,61.784994859764616,27320
2024-04-10 22:00:00+00:00,2040,153.01,153.029,152.9,152.917,USD_JPY,H1,78.04749340369389,0.32464706021690404,0.2671345312887405,0.05751252892816355,152.39000000000001,0.5507066274102917,0.21028571428571144,64.09217520707872,25280
2024-04-10 23:00:00+00:00,4399,152.918,152.972,152.812,152.954,USD_JPY,H1,78.40083073727936,0.31716877936901255,0.2771413809047949,0.040027398464217656,152.45,0.5430846594853753,0.21892857142856922,66.4486020904397,29679
2024-04-11 00:00:00+00:00,7566,152.954,153.009,152.802,152.838,USD_JPY,H1,74.86365889935519,0.29844170714494567,0.2814014461528251,0.01704026099212058,152.5027,0.525923758733065,0.2292857142857108,70.00204929660343,22113
2024-04-11 01:00:00+00:00,6124,152.837,152.902,152.758,152.809,USD_JPY,H1,73.68679430535101,0.27805506415293735,0.28073216975284754,-0.00267710559991019,152.55255000000002,0.5037947028616773,0.23685714285713896,73.01105200883445,15989
2024-04-11 02:00:00+00:00,3582,152.81,152.86,152.783,152.827,USD_JPY,H1,64.57369464639791,0.26034980181842116,0.27665569616596225,-0.016305894347541094,152.6048,0.4729163273048179,0.18892857142857014,69.52559687439937,19571
2024-04-11 03:00:00+00:00,2605,152.826,152.95,152.813,152.948,USD_JPY,H1,60.207869339272605,0.25316362988320407,0.2719572829094106,-0.018793653026206558,152.6601,0.4427252801502328,0.1752857142857128,65.39708589659654,22176
2024-04-11 04:00:00+00:00,2961,152.949,152.973,152.866,152.896,USD_JPY,H1,54.76923076923044,0.24050023443669488,0.2656658732148675,-0.025165638778172628,152.7122,0.40233994529356765,0.1685714285714275,60.11999832161482,19215
2024-04-11 05:00:00+00:00,3257,152.894,152.974,152.886,152.97,USD_JPY,H1,52.580645161289965,0.2337411612585356,0.25928093082360115,-0.02553976956506554,152.7677,0.35200793950358544,0.16071428571428573,53.669427616982205,22472
2024-04-11 06:00:00+00:00,5363,152.971,153.19,152.96,153.166,USD_JPY,H1,58.17923186344183,0.24141720180259085,0.2557081850193991,-0.014290983216808273,152.83425,0.2860270276148436,0.17071428571428474,48.34730275988056,27835
2024-04-11 07:00:00+00:00,7134,153.164,153.208,153.084,153.133,USD_JPY,H1,64.05638214565406,0.24204752186648193,0.2529760523888157,-0.01092853052233378,152.8987,0.17471754649287868,0.1551428571428549,48.000689913267465,20701
2024-04-11 08:00:00+00:00,5856,153.134,153.292,153.1,153.242,USD_JPY,H1,61.68614357262101,0.24847814274994562,0.2520764704610417,-0.003598327711096083,152.9415,0.14479659053801705,0.1528571428571419,47.96195857674211,26557
2024-04-11 09:00:00+00:00,5313,153.243,153.28,153.154,153.168,USD_JPY,H1,58.143194335168815,0.24478158483526613,0.2506174933358866,-0.00583590850062049,152.96625,0.1386616005732554,0.15828571428571284,47.999344459350304,21244
2024-04-11 10:00:00+00:00,5324,153.169,153.173,153.052,153.076,USD_JPY,H1,47.073791348599876,0.2317568561575456,0.24684536590021844,-0.01508850974267284,152.98145000000002,0.13278493692258514,0.14599999999999877,44.967546218977205,15920
2024-04-11 11:00:00+00:00,5597,153.077,153.191,153.023,153.088,USD_JPY,H1,54.15472779369565,0.21986845783561648,0.24144998428729805,-0.02158152645168157,152.99054999999998,0.1335761068291751,0.14357142857142793,41.68687459414779,21517
2024-04-11 12:00:00+00:00,15300,153.086,153.242,152.797,152.844,USD_JPY,H1,46.97597348798649,0.18858417473055056,0.23087682237594856,-0.042292647645398,152.98595,0.13709139287296687,0.16614285714285668,37.1071432364987,6217
2024-04-11 13:00:00+00:00,12196,152.847,153.144,152.836,153.134,USD_JPY,H1,56.16438356164307,0.18505849224391113,0.22171315634954109,-0.03665466410562995,153.00395,0.13130978838671825,0.17671428571428496,34.19758830090964,18413
2024-04-11 14:00:00+00:00,8323,153.138,153.299,153.136,153.273,USD_JPY,H1,64.66621712744441,0.19127559579717968,0.21562564423906883,-0.02435004844188915,153.01950000000002,0.14389232085086376,0.17371428571428688,31.842316618301616,26736
2024-04-11 15:00:00+00:00,6089,153.272,153.321,153.193,153.193,USD_JPY,H1,62.51629726206051,0.18758500062327244,0.21001751551590958,-0.022432514892637145,153.03109999999998,0.1482146025899627,0.17257142857143037,30.388165537485797,20647
2024-04-11 16:00:00+00:00,5529,153.192,153.306,153.18,153.236,USD_JPY,H1,63.11738293778062,0.18598598730326898,0.20521120987338148,-0.0192252225701125,153.03564999999998,0.15320789968589524,0.17607142857142882,30.21970631471618,26176
2024-04-11 17:00:00+00:00,6090,153.238,153.256,153.159,153.178,USD_JPY,H1,57.68716577540097,0.17798692003202632,0.19976635190511047,-0.02177943187308415,153.0445,0.1561842703848146,0.17321428571428651,29.700523222964726,20086
2024-04-11 18:00:00+00:00,4359,153.178,153.248,153.09,153.246,USD_JPY,H1,61.57407407407526,0.1751160049900875,0.19483628252210589,-0.019720277532018382,153.06095,0.15934255552063692,0.1768571428571428,28.716657625529074,24445
2024-04-11 19:00:00+00:00,5065,153.246,153.259,153.168,153.205,USD_JPY,H1,57.944557133198956,0.1676004333191372,0.18938911268151215,-0.02178867936237494,153.07350000000002,0.16035700303042463,0.1770714285714275,28.928070641485203,19380
2024-04-11 20:00:00+00:00,1076,153.201,153.29,153.198,153.277,USD_JPY,H1,54.09594095940951,0.1655457782115093,0.18462044578751158,-0.01907466757600229,153.09545,0.15642199165567966,0.16721428571428426,28.374520304886435,20456
2024-04-11 21:00:00+00:00,460,153.252,153.255,153.2,153.214,USD_JPY,H1,52.924187725631576,0.1570238030905955,0.17910111724812838,-0.02207731415753289,153.1157,0.14302892603964526,0.16228571428571367,25.279129779918613,19996
2024-04-11 22:00:00+00:00,1344,153.217,153.238,153.172,153.229,USD_JPY,H1,49.49651432997764,0.14975417810308045,0.1732317294191188,-0.023477551316038348,153.1358,0.1277532984427411,0.15328571428571333,23.244096522478824,21340
2024-04-11 23:00:00+00:00,2469,153.23,153.254,153.169,153.194,USD_JPY,H1,51.03833865814626,0.1395599798581202,0.16649737950691906,-0.026937399648798876,153.1481,0.12034813535760235,0.1503571428571401,20.80819157088542,18871
2024-04-12 00:00:00+00:00,6142,153.195,153.304,152.966,152.972,USD_JPY,H1,46.23733719247508,0.1122732435709679,0.15565255231972885,-0.04337930874876095,153.1519,0.11294101860728403,0.16585714285713898,21.63702519224171,12729
2024-04-12 01:00:00+00:00,5813,152.97,153.102,152.97,153.1,USD_JPY,H1,50.4005340453939,0.09982610552754068,0.14448726296129122,-0.04466115743375054,153.1584,0.10541117487872849,0.16328571428571031,22.588243128534824,18542
2024-04-12 02:00:00+00:00,3471,153.1,153.186,153.049,153.178,USD_JPY,H1,62.537537537538256,0.09515867708293513,0.13462154578562002,-0.039462868702684895,153.159,0.10549083272642173,0.14128571428571085,22.886397921052993,22013
2024-04-12 03:00:00+00:00,2945,153.176,153.234,153.16,153.208,USD_JPY,H1,53.45149253731418,0.09281059295014416,0.12625935521852485,-0.0334487622683807,153.16275000000002,0.10585037851334894,0.12457142857142653,22.20769511144002,24958
2024-04-12 04:00:00+00:00,2758,153.208,153.272,153.177,153.239,USD_JPY,H1,48.2365145228219,0.09238618979253488,0.11948472213332686,-0.027098532340791986,153.1626,0.10573422490201535,0.11957142857142498,21.307575001477225,27716
2024-04-12 05:00:00+00:00,3249,153.24,153.241,153.13,153.209,USD_JPY,H1,50.87527352297548,0.0886076837312828,0.11330931445291806,-0.024701630721635254,153.16465,0.10624067760885206,0.11835714285714159,20.60906115018864,24467
2024-04-12 06:00:00+00:00,5619,153.21,153.29,153.202,153.278,USD_JPY,H1,52.23404255319166,0.09014181506526597,0.10867581457538764,-0.018533999510121663,153.17475,0.10696869930694806,0.11564285714285509,19.51179267342844,30086
